,Date,change,News
1116,2018-04-09,1,"['Apple reaches 100  renewable energy goal', 'From silkworms to software  France s LVMH backs luxury startups', 'Wall Street rises but pares gains late after report of FBI raid', 'Apple says all its facilities now powered by clean energy', 'Tech group urges U S  to recruit allies to take on China  not tariffs', 'China a favorite for investors even as trade war risks grow', 'Xiaomi pushes for smartphone component suppliers to invest in India', 'Stocks  Wall Street Rises as Investors Look Ahead to Earnings']"
1117,2018-04-10,1,"['Stocks  U S  Futures Jump on Comments From Chinese President Xi', 'Israeli agency investigating Apple over handling of iPhone slowdown', 'Israel consumer bureau investigating Apple  Teen survey shows growing iPhone use', 'Apple adds Isaac Asimov sci fi series to TV development list']"
1118,2018-04-11,1,"['Variety  Apple Music has 40M subscribers  gets new worldwide head', 'Apple Music appoints new head  hits 48 million subscribers', 'Premarket Gainers as of 9 05 am  04 11 2018']"
1119,2018-04-12,1,"['Stocks  Wall Street Rises as Investors Brush Off Middle East Tensions', 'Should Facebook Pay More in Taxes  IMF Wades Into Thorny Debate', 'Bloomberg  Apple cuts HomePod sales estimates  orders']"
1120,2018-04-13,-1,"['Lawmakers question FBI over San Bernardino suit against Apple', 'Apple s  plumbers  unit caught 29 last year', 'Analyst says Apple could double its dividend  leaked memo shows employee arrests', 'Wall Street eyes earnings stabilizer after FAANG stocks wobble', 'Russia lawmakers draft list of U S  imports that could be banned', 'KGI says HomePod will sell 2 5M units this year  new iPhone X priced at  1 100']"
1121,2018-04-16,1,"['Exclusive  BlackRock s biggest stock picking fund likes Facebook shares', 'Netflix programming binge pays off with subscriber surge']"
1122,2018-04-17,1,"['Russia asks Google and Apple to remove Telegram from stores  Ifax', 'Activist investor Jana hired staff for new socially responsible fund', ' Verge  XVG  Mystery Partner Officially Revealed  Almost Broke the Internet ', 'Tech stocks  Netflix power Wall Street s gains', 'U S  strike on China s ZTE another blow for Qualcomm']"
1124,2018-04-19,-1,"['Tobacco and tech drag on Wall Street  yields boost banks', 'Asian Equities Mixed as TSMC s Weak Forecast Raises Concerns ']"
1125,2018-04-20,-1,"['U S  stocks lower at close of trade  Dow Jones Industrial Average down 0 82', 'Top 5 Things That Moved Markets This Past Week', 'Report  Apple  device makers behind DOJ probe of telecom collusion', 'U S  said to investigate AT T  Verizon over wireless collusion claim  source', 'Apple offers battery replacement for some MacBooks after flaws reported', 'Trump s next  100 billion tariff dilemma  hit Wal Mart or Apple Store', 'Stocks  Wall Street Slumps as Rising Bond Yields Weigh']"
1126,2018-04-23,-1,"['European antitrust regulators set deadline for Apple Shazam probe', 'EU opens competition probe into Apple s bid for music app Shazam', 'Apple s Q1 iPhone sales show X weakness  co  offers batteries for MacBook issue', 'Apple sensor supplier AMS warns of second quarter slowdown', 'Day Ahead  Top 3 Things to Watch', 'Asian Equities Rise  Tech Stocks Remain Under Pressure']"
1127,2018-04-24,-1,"['Ireland expects Apple EU tax appeal to be heard before end of year', 'Softbank  Google join  1 9 billion investment in China truck hailing firm', 'Music streaming revenues surge and investors like the beat', 'WhatsApp raises minimum age in Europe to 16 ahead of data law change', 'Apple shares drop on more warnings from iPhone supply chain', 'Google owner Alphabet s shares fall on rise in costs', 'Wall Street slides as high bond yields fan cost worries', 'SK Hynix echoes TSMC with warning of slower mobile chip growth', 'SAP bullish on outlook as it beats path from back to front office', 'Google helps stock markets recover  oil stretches above  75', 'European shares choppy as first quarter earnings fail to set clear trend', 'Five Non Tech Companies With A Lot At Stake In China ', 'Face recognition chipmaker AMS hit by Apple order delays', 'Analyst downgrades Skyworks on weak iPhone sales estimates', 'Ireland  Apple tax appeal gets timeframe', 'Amid The Apple Doom And Gloom  Cause For Optimism  ']"
1128,2018-04-25,1,"['Kering  Credit Suisse earnings fail to boost European shares', 'Trump  top aides talk trade with Apple CEO Cook at White House', 'WSJ  Speaker maker Sonos files confidentially for IPO', 'Barclays and Paypal announce tie up as banks mull big tech threat', 'South Korea s LG Display looks up after posting first loss in six years', 'STMicro sends upbeat signal on smartphone demand in second half']"
1129,2018-04-26,1,"['Factbox  Commoners who have married into royal families', 'Weekly Comic  Is The Bull Market Party Over ', 'White House adviser Kudlow says China trade talks  long process ', ' Binance Founder Taken to Court by Sequoia Capital ', 'Bernstein expects Apple earnings to disappoint on iPhone weakness', 'Samsung Electronics flags mobile weakness as chips power record first quarter profit', 'Qualcomm easing licensing terms in bid to strike deals', 'EU moves to regulate tech giants  business practices']"
1130,2018-04-27,-1,"['Rising costs  inflation on radar as U S  earnings season unfolds', 'Sony targets eventual repeat of last year s record after flagging profit dip', 'Prime hike gives Amazon warchest for fight over postal costs']"
1131,2018-04-30,1,"['Facebook bids to keep data privacy case from EU s top court', 'Day Ahead  Top 3 Things to Watch', 'Qualcomm s patent deals aim to ease Apple  regulator tensions  executive says', 'Kerry Kennedy  Ashley Judd at Milken push for more economic representation for women', 'Economic Calendar  Top Things To Watch ', 'Top 5 Things to Know in the Market on Monday', 'Stocks   U S  Futures Move Higher at Start to Key Week for Data and Earnings', 'Broadcom says weak wireless chip demand to hurt revenue forecast', 'Exclusive  Volkswagen in talks to manage Didi fleet  co develop self driving cars', 'U S  top court turns away Google fight over business patents']"
1132,2018-05-01,1,"['Apple surprises with solid iPhone sales  announces  100 billion buyback', 'Analyst initiates Apple at Buy and 33  upside', 'Millennial investors are gobbling up shares of Apple ahead of earnings', 'Amazon Will Beat Apple To  1 Trillion Market Cap', 'Apple earnings preview  what to watch aftermarket', 'Day Ahead  Top 3 Things to Watch', 'Wall Street rises on optimism on NAFTA deal and China trade', 'T Mobile s quarterly revenue beats estimates', 'Asian Stocks Mixed  Apple Led Rally in Tech Shares ', 'Top 5 Things to Know in the Market on Tuesday', 'Stocks   U S  Futures Point to Lower Open on Wall Street']"
1133,2018-05-02,1,"['Wall Street briefly pares losses after Fed decision', 'U S  stocks lower at close of trade  Dow Jones Industrial Average down 0 72', 'Fitbit sees weak tracker sales hitting second quarter revenue', 'Spotify hits wrong note with new customer forecast', 'Xiaomi Files in Hong Kong for World s Biggest IPO Since 2014', 'Asian Stocks Mixed  China April Factory Growth Unexpectedly Speeds Up ', 'Top 5 Things to Know in the Market on Wednesday', 'Irish court rejects Facebook bid to delay EU data privacy case', 'Stocks   U S  Futures Push Higher With Earnings  Fed Meeting in Focus', 'Tech shares bask in Apple glow despite Fed trepidation', 'Apple shares rise after sales quell iPhone worries', 'Analysts admit missing on iPhone shipment estimates', 'IDC  Smartphone shipments  2 9  in Q1  Samsung takes top spot']"
1134,2018-05-03,1,"['Apple services segment faces margin  competitive challenges', 'Mother of all jobs  First gigs of famous moms', 'Measuring Macron  Is France s leader rebooting the economy ', 'Cash conundrum has investors clamoring for capital ideas', 'China s Xiaomi picks Hong Kong for  10 billion IPO  lifts lid on financials', 'Spotify shares skid as inaugural results undermine Wall Street hype']"
1135,2018-05-04,1,"['Top 5 Things That Moved Markets This Past Week', 'Qualcomm to depose Apple services chief Eddy Cue', 'Top 5 Things to Know in the Market on Friday', 'Stocks   U S  Futures Drop with Jobs Report on Tap', 'Trillion Dollar Windfall Coming For Shareholders  ', 'Apple s Diversity An Overlooked Strength ', 'Apple iPhone X topped Q1 shipments  News paid for BuzzFeed exclusive', 'Alphabet roundup  Apple payments slowing  election ad changes  YouTube metrics', 'Apple leads markets sharply higher after Buffett s vote of confidence']"
1136,2018-05-07,-1,"[' Exclusive  Introducing Younk  Bringing the Blockchain Revolution to the Music Industry ', 'Apple leads Wall Street higher  energy rally fades']"
1137,2018-05-08,1,"['European regulators  We re not ready for new privacy law', 'European regulators  We re not ready for new privacy law']"
1138,2018-05-09,1,"['Pokemon Go maker Niantic plans to build AR maps with users  help', 'Bloomberg  Apple bringing subscriptions to TV app', 'China s ZTE Halts Major Operations After U S  Choked Off Supply', 'SoftBank to transfer ride sharing stakes to Vision Fund']"
1139,2018-05-10,1,"['Alcoa  Rio Tinto to launch first carbon free aluminum smelting process', 'Apple scraps  1 billion Irish data center over planning delays', 'U S  Extends Hearings Over China Tariffs Amid Trade Truce Talks', 'WSJ  Apple  Goldman Sachs planning Pay branded credit card', 'Goldman Sachs  Apple to launch joint credit card  WSJ', 'Wall Street rallies and Apple approaches  1 trillion value']"
1140,2018-05-11,-1,"['Didi says to halt hitching business in China for a week for driver checks', 'Britain s HSBC joins the fintech fray with multi account app']"
1141,2018-05-14,-1,"['SoftBank  PIF in early funding talks with banks on huge solar project   sources', 'Seattle passes scaled back tax on Amazon  big companies']"
1142,2018-05-15,-1,"['SoftBank s Son says new Vision Fund to be set up in  near future ', 'Samsung in talks with ZTE  others to supply mobile processor chips  executive', ' Cryptovest Exclusive  Interview With HTC s Phil Chen About Its New Blockchain Phone ', 'Highlights  Hedge funds chomped on FAANGs during first quarter tech turmoil']"
1143,2018-05-16,1,"['Swiss watchmaker Richemont launches lower priced brand to lure millennials', 'Trump s China Tariffs Would Hit U S  Firms More  Peterson Says', ' Coinbase Sets Sights on Wall Street  Announces Suite of Institutional Products ']"
1144,2018-05-17,-1,"['China approves Toshiba s sale of  18 billion chip unit to Bain consortium', 'YouTube to launch music streaming service next week', 'Apple to Fight EU Irish Tax Case Without U S  Support Role', 'Backstory  Calculating the gender gap in the technology sector']"
1145,2018-05-18,-1,"[' NEXT BLOCK  Sirin Labs Marketing Chief Offers ICO Campaign Tips ', 'Apple s HomePod ranks fourth in smart speaker market', 'Stocks  Wall Street Mixed As Trade Talks Center Stage', 'Apple pays Ireland first tranche of disputed taxes', 'Jennifer Aniston to star in same sex White House comedy film', 'Revamped YouTube Music aims to better appeal to local audio tastes', ' Kazakh President Calls for Global Regulation of Cryptocurrency via UN ']"
1146,2018-05-21,-1,['Taiwan exports orders beat forecast as tech sector growth picks up']
1147,2018-05-22,-1,"['Top Ten Stocks Owned By Hedge Funds ', 'U S  stock buybacks in earnings season top  183 billion  TrimTabs', 'Model 3 to get a redo at Consumer Reports', 'Counterpoint  Apple s Q1 iPhone shipments  16  in U S', 'U S  companies  fed by tax savings  unveil buybacks at  6 1B a day', 'Sony in  2 3 billion deal for EMI  becomes world s biggest music publisher']"
1148,2018-05-23,1,"['Raymond James Sees Spotify Subscribership Doubling In Two Years  ', 'NYT  Apple signs with Volkswagen to make self driving cars', 'Foxconn s unit targets raising  4 3 billion in biggest China IPO since 2015', 'Stocks  U S  Futures Lower Amid Geopolitical Worries']"
1149,2018-05-24,-1,"['Nomura Instinet Says Apple iPhone X Sales  Uninspiring  ', 'Judge says Apple knew iPhone 6 was more prone to bending', 'U S  jury awards Apple  539 million in Samsung patent retrial']"
1150,2018-05-25,1,"['Tesla hires new chief financial officer for China', 'S P 500 companies return  1 trillion to shareholders in tax cut surge', 'Apple blocks Steam s plan to extend its video games to iPhones']"
1151,2018-05-29,1,"['Asian Equities Lower as Italian Turmoil Intensifies ', 'Apple said to have chosen OLED for new iPhones  Japan Display shares plunge', 'Zurich too pricey  Then try LA for affordability']"
1152,2018-05-30,-1,"['At Beijing security fair  an arms race for surveillance tech', 'Morgan Stanley Says Buy Apple For Its Services Business', 'Meeker saw no smartphone growth in 2017  IDC sees same for 2018', 'Asian Stocks Recover On Easing Italy Fears  Strong China PMI']"
