Text,Sentiment
5 small cap short heavily JCP DECK TSA HF ITT All unique problems,-1
FS daily like long call one chaos mini sell get oversold PWmo2,1
SV GD PA NGT FCX NEM AY Gold price trade steady focus dollar,-1
BAC ot buy last minute,1
Watch CAI 4,-1
DNDN Beast mode today,1
MAKo 13 could sell fast maybe hold 12 54 fib level,-1
DNDN TS nicel day today let us see EOD bring,1
AF watch SPX highs relative strength weakness AF MA,-1
AAP thank god dividend tomorrow I think would back lower start IMHO,1
A reminder HIBB report Friday See DKS today,-1
BAC Added Some pullback,1
Watch CAt 91,-1
I need alka seltzer sponsor aapl stream pop drop give people people way tie,1
CF watch drop 24,-1
FS big rise channel w top 39 bottom 28 Momentum indicators turn,1
Oh lord DKS,-1
Netflix buy SPS Netflix disc traffic probably profitable useful thing postal service NFX,1
CAI 4 94 bitch slap tank,-1
FS intraday break,1
DKS round 2 tomorrow imo,-1
DE higher bid offer come look recent action April 14 call per Najarian PPS 13 50,1
AF daily kumo ote chikou circle S recent kumo bottom Flat kijun,-1
PCP Earnings today Stock 5,1
NTI turn away 50ema,-1
Never get SFY take right step focus distribute digital content physical Congrats owners,1
PAY ncertainty never good thing,-1
BAC ooking good Tomorrow could go 12 20 imo Healthy pullback today volume,1
SHOTs red fashion tomorrow ANGO BDBD CBEY CIMT DCIX DGIT FDM VET,-1
SEV next stop 8,1
user would consider 27 minimum CF,-1
solid day trade Mrkt may flat SPY DIA still lot profit make Nothing watchlist NFX DVA,1
Short PN see,-1
SWHC yes close 9,1
user another good read keep em come thank AAP,-1
TBI Another staff co break,1
AAP test 430 today,-1
GNC generators run hot,1
COMPQ DJIA SPX COST YM SCA Wall Street retreat candle The Dow Jones dismiss 14 400 point,-1
Market Wrap Video Additions Watch ist includingSC KBH MHK TW TTMI,1
EBAY break lower since share Webinar last week Hold winners,-1
Key level confirm expectation BBY DNDN BAS GD These set DIA QQQ SPX T,1
Short 828 30 GOOG 350 share,-1
P poise Needs 11 90,1
I short I go put trade would short 530 back 50d MA,-1
In secular bull market COO The Cooper Companies Inc Bull Flag Daily include dog,1
AAP stream share ideas attack earn direct attack OK fun limit Bearish,-1
M Consolidating heavy volume invert hammer candle see nice green bar tom unless buyers exhaust today,1
Covering half 2 00 user Short 828 30 GOOG 350 share,-1
ABT Bullish Setup Breaking 14 year base,1
We explain Jan 24th aapl video gaffed operators fish hook aapl might great co break sto,-1
P pull back trend line look set another upside move es 11 90,1
AAP BTO 430 Puts,-1
Only rise towards 480 confirm new bottom AAP,1
Stopped rest GOOG 1 25,-1
user BBY upgrade2 outperf vs mktperform WFC raise PT 11 13 19 More royalties surge BB10 sales,1
ADBE Expecting correction anytime,-1
yhoo like PE VC w biz hold big position yahoo japan 32 5 YTD help balance sheet also position alibaba,1
IFE short hold 62 30 level,-1
APP catalyst 1 efi 2 Deals WMT TGT A NKE possible 3 100s new store globally,1
GS wait patiently rise 50 MA trendline Missed user short yday,-1
F head 12,1
CIEN still good short go 17 11 stay,-1
KSS ong Setup Solid SSS morning trigger gap,1
There go IFE short,-1
I estimate WMT buy bil Made SA clothe per year next 10 yrs APP massive scale plant leave SA,1
APA good short risk reward As long stay 75 50 great,-1
user Sour Apple Einhorn happy AAP This fun POXY FIGHT,1
user Want get short exposure I like SNDK long term resistance Will take 2 position,-1
MS Morgan Stanley Is Nearing Our Medium Term Target,1
G go 2 68,-1
BBY The new AAP Apple bleed No Jobs report Target 55,1
FCX Puts go history one Dumbest Acquisitions time evering wrong time IMO Oil Correction Coming,-1
You know something right comparison benchmark AMZN,1
ebix watch short bear flag earn beat,-1
user BAC 11 97 longer problem,1
user user GOOG know GOOG go 700 Can share reason us George Castanza,-1
C breakout watch 43 4,1
SHOT CAT 89 85,-1
GEO look good 33 10,1
SSYS 69 short 6940 stop,-1
user EXC undervalue Where yield support,1
CIEN 17 11 short,-1
MCP Breaking base 8 04 mark Next key level 8 12 MACD Slow Stochastic SI show good strength,1
Come CAT Harlem Shake,-1
GOOG long beat 778 71 Stop loss 773 91 YHOO long iafter beat 20 27 Stoploss 20 16 fit well advertidsing deal,1
TITN someone eventually look operational cash flow lack 3 years one qtr call TITANIC,-1
C F SO Scratching Head OI go P shale OI GT refiner VO profit P 20X Do feel Screwed,1
user CM need drop 181 44 fib level biz,-1
Price pay Value get Those word never true case NOV,1
SSYS cover 68 65 68 4 next tgt,-1
APP add 1 49 risk bankruptcy abate Not woods yet More work remain Adding thesis benchmark meet American Apparel,1
SSYS hit 2nd tgt cover look 68ish rest stop entry,-1
ACX No negative Just algo bring Here chance get stock cheap BBH XV,1
CM dollar roll,-1
For market make fresh low AAP hold firm,1
timestamped user This GS head line,-1
BYD move big day,1
AAP quietly show consistent 120k 4every 2min print send back cash spike 200k single bar,-1
CST Coinstar option trader buy 5 700 Feb call spread bet good earn,1
ANF look ready break downnnn Short 48 short,-1
SETPS small big variety watch TZYM 56 JAG 75 C 1 23 AV 1 29 IDIX 4 85 MCP 7 75 MO 34 37 KO 38 75 HF 36 75,1
MOV finally get attack sell I short 39 call,-1
SWHC need volume,1
EBAY ebaynow dead arrival company leverage lot,-1
DGIT long 10 crack 9 97,1
AX next stop 42 90,-1
CDX long 7 72,1
My hold AAP,-1
SWY make sales 20 30 20 60,1
AAP take profit sunshine repeat,-1
Diving consider schwab pullbacks Thursday link spin successes via user DE SCHW,1
AAP last minute vol bad think give us AM fade gap see happen AM,-1
DECK give major love,1
user ZNGA woow look Should consider bearish engulf,-1
user StockTiger Currently long HA,1
ebay paypal revenue increase provide credit You want hold credit provider payment processor,-1
JET entry 8 94 stop 8 2,1
Missed close technical difficulties I remain short SPY close GOOG short profit ong VXX Higher b4 lower,-1
DOV Nov eport Feb early release earn next month make major stride CAB TA,1
AAP go 399,-1
GOOG act really good despite choppy tape,1
ANF weekly kumo Note Volume MACD try turn,-1
ZAGG Coming bottom Grandma pattern,1
GOOG 1st target short around 822 need stay 825,-1
BAC really want get BACK retest old HIGHS,1
NFX take high ight Shoulder Why anticipate,-1
MTX attack multi year highs entry 14 94 stop 14 00,1
JPM short 50,-1
GNTX Swing Trade Quick Pick Gentex Corp GNTX,1
AAP ahhh favorite short weeks Building lower price,-1
AAP need 465 take look back real,1
AAP heavy volume take higher Most likely continue break support,-1
user That hardest 10 rally AAP history like old man climb stairs He still get,1
GES one reason company would move Earnings date,-1
get wrong buy earn mistake I read 2billion evenues nothing scuff CST,1
SHOT Setups CF VBD TH CAT PSX DDS TV MSG OC WD,-1
Schwing bingo NKD I please sell Feb 8 115 Call I bot earlier 10 50 NOW GamblingAddict,1
AAP If go around 433 I go short,-1
In order grow need SPEND MONEY aka INVEST future At 10x earn CST steal short cover time BuyTheDips,1
user clearly 20MA crack GOOG go VSS short straight 50MA I use OTM put,-1
NKD estimate base linear extrapolation Beating estimate mean actually accelerate growth,1
user BINGO consider buy personally 470 AND VSB ntil waste time try game AAP,-1
user also CST better NFX b stream movies 4 suckers The movie clarity awful The movies skip b int connections,1
user check AAP monthly would catch trade lifetime 130 600 via common stock Currently SE,-1
user say ED BOX future CST consider growth company yrs valuation cheap,1
Google Closes The Book On eader Announces July 1 Sunset GOOG Personally quite disappoint see service go,-1
user happen last time CST miss Opened big follow day massive short squeeze close 5,1
AAP Samsung Galaxy S4 Promises More Pressure IPhone,-1
I guess I old fashion I 500 DVDs love Blue ay ntil stream improve clarity skip I stickin DVDs CST,1
AAP 400 glass ceiling 434 5 reject 434 432 5,-1
MSG beautiful see highs,1
GOOG Seems downside pressure come More pick,-1
user ProfitsBoy CST sticking2 buy 250million stk unit cost 49 90 Also cash flow 200mil Costs go,1
SHOT NFX 188 90 stop 190,-1
user This CST report goofy Acquistion cost factor cite lower rev aka store sales dispensers acquire NC Corp,1
AAP sub 430 fly click away thx IBIG negative note really appreciate,-1
ed Weekly Triangle FNFG pdating,1
DDS still 80 get weaker seem possible short 79 70,-1
Absolutely Delicious CPB Campbell Soup SPX SPY Fortune 500,1
SHD JCP claim hide value Vornado VNO buy Garbage stay away,-1
APP Compare square areas look similar,1
JCP anyone else listen eal smart use pension plan collateral take debt core improvements,-1
CECO break downtrend triangle pattern,1
JCP 2 nd biggest hustle wall street 2 nd SHD,-1
user Fascinating email chain user Einhorn debate merit AAP preferreds,1
Posted GOOG top pattern compare AAP yesterday Those April put pay nice today,-1
CST bot 51 40 I hv patient IMO CST move right direction underestimate loss Sat Mail 250mil buyback 10 p,1
MCP continue print lower highs lower low 1 34 We see test february low soon,-1
time return Apple aapl record 23 billion operational cash flow quarter,1
Short ideas set follow despite strength index BID CF APO WT AAP ES F,-1
TWI add Small Cap 600 24 short int cheap valuation though growth via acquisitions E,1
SHOT Setups TH PSX DDS EW,-1
BBY Pulls AMZN,1
AAP accord article Apple work Definitely sound like step ahead,-1
James D White Jamba A Juicy Turnaround Vimeo 1hr video 2010 JMBA great stuff,1
Traders fret every move AAP remind 2001 fret YHOO EBAY MSFT DE Just matter anymore,-1
add CST 48 84,1
user get excite AAP 100th bounce attempt bite silly,-1
lnkd pull nflx top far 146 day still young watch pull back,1
DDS short radar try hold 80,-1
user mention lower store sales CST well I guess Mellisa ee Factor NV Acquisitions Do ur DD ppl,1
AAP show money,-1
TW watch list need volume boost 2 watch close top,1
AAP 640 lot offer Apr 450C 11 45 Could push stock temporarily create resistance,-1
TTMI watch list continuation trade,1
ES F JPM JP Morgan fund Hitler But smart enough use much leverage Prepping 10x derivative bet N Korea yet,-1
OSG BIO MTS DYNT WYY watchlist DOV next 5 baby prime,1
NQ F Whatever GOOG arry page illness neurological thing monotone voice laryngitis I ask Dr draw,-1
CST nice intraday base could see pop short cover wknd Valuation cheap Biz model track GO,1
GOOG may roll,-1
CST close hod one get perky MY GESS WE COSE OVE 50day maybe even day TIMESTAMP goin limb,1
GOOG 815 1st tgt,-1
CST mention level build base 48 next stop 49 repeat ADDE P intraday 50day watch 50 13 HIT TODAY,1
SHOT JPM 49 92 stop 50 03,-1
AAP Confirming nicely 20 day 473 12,1
AAP ruhh roooow,-1
DNDN break 6 74 CMGO look VEY bullish,1
JPM saw headline fraud bank could honest stock hit 48 ever see 50 50 bet anyone,-1
DNDN Confirming nicely continuation 6 57 Also like AAP break 20 day Others I like today,1
GOOG stock never see 820 would suprised every insider sell 800 would oh alot,-1
AAP Europe close let us BAST OFF,1
GOOG look good Near 20 day T watch break,-1
MGM already average volume day try get separation resistance,1
JCP Gets Fresh user,-1
ANGI rip lot go,1
JCP good short 16 75,-1
user AAP cash pile per share worth anyone know share CASH give take,1
JCp still crack,-1
user AAP recent trip Thailand even taxi drivers iphones wait till get China,1
oh JCP,-1
user Great rotation Grasso confirm I say Money come AMZN buy AAP,1
Oh CAT,-1
MDSO ong 27 51 Trailing Stop 38 58 10 prior Stops 37 67 37 11 37 00 27 51 25 15 22 79,1
CAT grab otto 82 50 put Could breakdown 02 04,-1
FB I wonder short FB today NKD last year 80 They seem make argument QQQ XK,1
CAT Breakdown I short CF FCX Going Down,-1
HG break ahead expect earn beat,1
CAT Failed 200 day MA watch Trap Door open imo,-1
NFX plank,1
CAT add 82 50 lotto Puts Trap Door Coming,-1
Where I stand SBX,1
CAT Caterpillar Machine etail Sales Drop Accelerates ed Asia,-1
Added share ACTV,1
Watch CAT 87 Could flush way 86 40,-1
DNDN Good place lock profit 7 20 p 20 since alert 6 00 february 4th,1
CAT FED go buy Tractors I think Should 4 5 today imo,-1
DECK let us squeeze 40 short,1
CAT ooking 5 Today,-1
Brandon ACTV break 6s soon nice breakout need little volume,1
user CAT Exactly someone one many clients wrong sector Dumbasses,-1
VNG I swear never see terrible report one stock ever life The Cuban news negative lol,1
CAT DE JOY go PT,-1
GOOG IGV Google Software fire 3 cylinders compq NDX,1
CAT follow DE Freefall,-1
close DDD Feb 60P bull 8 roll StO Feb 70 put 4 I take share premium,1
CAT DE Free fall,-1
SCHW add long,1
CAT 82 look possible imo,-1
PO Swing Trade Quick Pick Polyone Corp PO,1
ES F Bernanke see spring slump Will blame 25 SPY crash Italy Are hook plow vespa scooters instead CAT tractors,-1
STO Mar 425 put 1 98 STO Mar 465 put 10 75 BTO Mar 475 call 17 65 BTO Apr 480 call 21 65 AAP fill gap 500,1
CAT Trap door open soon imo German GDP Weakening say goodbye growth,-1
Stop AAP 475 7 hard stop risk 30 make 3 4 pts,1
CAT Once lose 86 50 ookout Below Straight 80 imo,-1
STO March 465 put AAP credit 10 70 If put I buy share net cost 435 25 If I keep 1 070 Win,1
CAT Pure Stupidity imo Germany China Slowing let us buy CAT O ignorance bliss,-1
solid day MGM AAP SBX lead way Out MGM AAP add little sell AM,1
JCP annual report say fix performance could take longer initially expect strategy could expensive Cuts 43K job,-1
user see 1 35 exit 1 43 CSN,1
Confirmed intraday Short signal today earn MOV OC OSS,-1
Damodaran AAP get pretty good business price worth 600,1
AIG MApattern,-1
ed Weekly Triangle HEK Scaling p,1
If VHC break support level 21 68 could bring 21 area No reason buy yet,-1
DT appear 2 b hammer bottom 50 DMA Solid EPS growth low P ratio possible earn winner Earnings,1
blog post,-1
I legged GOOG 780 Why Sergey arry sell share Eric keep,1
Short term portfolio consist 3 short CPB FTE YCS ong 1 stock MS,-1
Yes I saw great opportunity drop 17 tell twit user user still long CHK,1
FCX ooks like want test recent low Stop descend trend line,-1
Brutal decline SD create buy opportunity soon user user like SD XCO trade T hold,1
EMN Increasing sell volume Next support ascend trend line,-1
Buying op range IMO user user You still long COP Are buyer today,1
SHOT Setups GOOG OVTI AN DOX WN CTXS OC PANW,-1
PEIX get volume Monday could go thru top set new highs 50,1
DNDN Daily break support last week 5 1 trend Momentum indicators oversold,-1
Acting well 26 19 flat base trigger b ooking retest 50day SMA 26 PFE,1
Bullish ZAGG T user Buy An invisibleSHIED Get An invisibleSHIED Free No Discount Code Needed zagg,-1
One Buffet favorite bank Cup handle trigger 105 02 MTB,1
Just finish The Week Ahead Commentary post members area Foucs Watch Stocks Short FO WPC NKD SQI TTS SSTK OGE,-1
MCBC long 4 36 healthy pullback sweet zone upper bolly 20SMA hammer today plus,1
CPB sit 52 week high I short bracket 43 70 stop 41 78 trigger Not look good right,-1
PXC long 10 87 like base days ready pop,1
DE anybody really expect bid BX especially much current price Still sound like bunch noise,-1
